license_type,license_number,issue_date,expiration_date,primary_applicant,address,city,state,zip_code,telephone,location,year_of_issue,year_of_exp
BUILDING CONTRACTORS LICENSE,BC230408,11/28/2023,11/28/2025,S Glen 2022 LLC,6116 EXECUTIVE BLVD,north bethesda,MD,20852,(301)251-2001,POINT (-77.12626 39.04758),2023,2025
BUILDING CONTRACTORS LICENSE,BC214281,05/07/2014,05/07/2018,". RICHMOND AMERICAN HOMES OF MARYLAND, INC.",6210 OLD DOBBIN LANE,columbia,MD,21045,(410)312-2817,POINT (-76.81513 39.20237),2014,2018
BUILDING CONTRACTORS LICENSE,BC2908,02/14/1993,02/14/1995,DONNELLY HOMES INC,026104  RUDALE  DR,clarksburg,MD,20871,NA,POINT (-77.28388 39.284),1993,1995
BUILDING CONTRACTORS LICENSE,BC2016,09/23/1998,09/23/2014,"BRODSKY GROUP, INC.",15950  DERWOOD  ROAD,rockville,MD,20855,(301)417-7020x,POINT (-77.16068 39.11686),1998,2014
BUILDING CONTRACTORS LICENSE,BC227843,07/14/2020,07/14/2022,"Amy Ruth Ross, Trustee & Robert Cohen Wilkoff",4514 Highland Avenue,bethesda,MD,20814,(301)980-0953,POINT (-77.09118 38.9914),2020,2022
BUILDING CONTRACTORS LICENSE,BC230409,11/28/2023,11/28/2025,5917 Ryland 2021 LLC,6116 EXECUTIVE BLVD,north bethesda,MD,20852,(301)251-2001,POINT (-77.12626 39.04758),2023,2025
BUILDING CONTRACTORS LICENSE,BC224131,10/04/2017,10/04/2023,"M & A Custom Homes, LLC",1032 Aziza Ct.,great falls,VA,22066,(571)437-2465,POINT (-77.32708 38.99884),2017,2023
BUILDING CONTRACTORS LICENSE,BC229269,06/08/2022,06/08/2026,AFNAN DEVELOPMENT LLC,7008 Florida Street,chevy chase,MD,20815,(301)602-7120,POINT (-77.07411 38.9806),2022,2026
BUILDING CONTRACTORS LICENSE,BC2793,07/17/1995,07/17/1997,TERRACE CONSTRUCTION CORP,12500  STONEY CREEK  ROAD,potomac,MD,20854,NA,POINT (-77.26334 39.05988),1995,1997
BUILDING CONTRACTORS LICENSE,BC4071,01/04/2012,01/04/2018,"BCR BUILDERS, LLC",P.O BOX 60677,potomac,MD,20859,(301)704-6465x,missing,2012,2018
BUILDING CONTRACTORS LICENSE,BC2055,04/01/1991,04/01/1993,ALLWIN BUILDING CORP,007830  OLD GEORGETOWN  RD200,bethesda,MD,20814,NA,POINT (-77.09988 38.98815),1991,1993
BUILDING CONTRACTORS LICENSE,BC1002,04/10/1991,04/10/1993,RAY DALLINGER INC,014720  MOCKINGBIRD  DR,darnestown,MD,20874,NA,POINT (-77.28725 39.09855),1991,1993
BUILDING CONTRACTORS LICENSE,BC230848,04/03/2024,04/03/2026,Jose A. Ramos and Raquel Esmerahda Umana,11907 Midcounty Drive,monrovia,MD,21770,(240)375-5373,POINT (-77.24964 39.36442),2024,2026
BUILDING CONTRACTORS LICENSE,BC3055,07/08/1999,07/08/2011,ALAN ROSENTHAL,7648 STANDISH PLACE,rockville,MD,20855,(301)762-7024x,POINT (-77.1556 39.11055),1999,2011
BUILDING CONTRACTORS LICENSE,BC3927,07/11/2007,07/11/2009,DALE SHIELDS,186 SOUTHDOWN ROAD,edgewater,MD,21037,(443)623-5464x,POINT (-76.57467 38.94009),2007,2009
BUILDING CONTRACTORS LICENSE,BC3071,09/09/1993,09/09/1995,WINDSONG HOMES OF MARYLAND INC,004600 N PARK  AVE200,chevy chase,MD,20815,NA,POINT (-77.09304 38.96328),1993,1995
BUILDING CONTRACTORS LICENSE,BC230407,11/28/2023,11/28/2025,"Fifth 2023, LLC",6116 EXECUTIVE BLVD,north bethesda,MD,20852,(301)251-2001,POINT (-77.12626 39.04758),2023,2025
BUILDING CONTRACTORS LICENSE,BC224220,12/05/2017,12/05/2019,"Comstock Redland Road II, LC",1886 Metro Center Dr.,reston,VA,20190,(703)883-1700,POINT (-77.34105 38.9506),2017,2019
BUILDING CONTRACTORS LICENSE,BC227563,02/13/2020,02/13/2022,"CRUM, LLC",6110 Walhonding Road,bethesda,MD,20816,(301)509-9676,POINT (-77.12499 38.96359),2020,2022
BUILDING CONTRACTORS LICENSE,BC231347,08/09/2024,08/09/2026,6107 Dunleer LLC,6717 Groveleigh Drive,columbia,MD,21046,(301)219-8228,POINT (-76.86101 39.18653),2024,2026
BUILDING CONTRACTORS LICENSE,BC229228,04/26/2022,04/26/2024,Luis Lanza Munoz,26929 Clarksburg Road,damascus,MD,20872,(240)426-0842,POINT (-77.25788 39.29895),2022,2024
BUILDING CONTRACTORS LICENSE,BC230448,12/05/2023,12/05/2025,Ace Construction LLC,10300 Edgewood Avenue,silver spring,MD,20901,(301)448-0704,POINT (-77.01428 39.02532),2023,2025
BUILDING CONTRACTORS LICENSE,BC223935,07/11/2017,07/11/2021,"CMH VILLAGE, LC",1355 Beverly Road,mclean,VA,22101,(703)734-9855,POINT (-77.17757 38.93675),2017,2021
BUILDING CONTRACTORS LICENSE,BC3298,07/13/1995,07/13/1997,DEREK HOMES CORPORATION,5601  SUGARBURSH LANE,rockville,MD,20852,NA,POINT (-77.11534 39.03571),1995,1997
BUILDING CONTRACTORS LICENSE,BC231107,06/04/2024,06/04/2026,Bay State Custom Homes LLC,2505 Sapling Ridge Lane,brookeville,MD,20833,(240)461-6227,POINT (-77.05066 39.22067),2024,2026
BUILDING CONTRACTORS LICENSE,BC2737,11/06/1993,11/06/1995,MARCHETTI & DAVIS INC,007368  WESTLAKE  TERR,bethesda,MD,20817,NA,POINT (-77.15209 39.02599),1993,1995
BUILDING CONTRACTORS LICENSE,BC3576,09/13/2002,09/13/2018,"MINA ENTERPRISES, INC.",6050 OLNEY LAYTONSVILLE ROAD,gaithersburg,MD,20882,(301)921-0888x,POINT (-77.12377 39.19309),2002,2018
BUILDING CONTRACTORS LICENSE,BC229571,12/06/2022,12/06/2024,"ASP 9508 PAGE AVENUE, LLC",5283 Corporate Drive,frederick,MD,21703,(240)405-1333,POINT (-77.41859 39.37741),2022,2024
BUILDING CONTRACTORS LICENSE,BC230788,03/11/2024,03/11/2026,"ASP 4557 S Chelsea Lane, LLC",4557 S Chelsea Lane,bethesda,MD,20814,(240)405-1345,POINT (-77.09178 38.9942),2024,2026
BUILDING CONTRACTORS LICENSE,BC227671,04/07/2020,04/07/2022,Alliance Builders MD LLC,"201 Defense Hwy, Suite 202",annapolis,MD,21401,(410)721-4877,POINT (-76.56614 38.98535),2020,2022
BUILDING CONTRACTORS LICENSE,BC228907,01/11/2022,01/11/2024,"Coulter Contracting, LLC",4078 Sharp Road,glenelg,MD,21737,(140)440-5750,POINT (-77.00587 39.25759),2022,2024
BUILDING CONTRACTORS LICENSE,BC1071,08/27/1992,08/27/1994,SADDLEBROOK DEVELOPMENT CORP,006701  DEMOCRACY  BLVD205,bethesda,MD,20817,NA,POINT (-77.13655 39.02207),1992,1994
BUILDING CONTRACTORS LICENSE,BC3723,07/16/2003,07/16/2021,"M/I HOMES OF DC, LLC",21355 RIDGETOP CIRCLE,sterling,VA,20166,(703)404-2200x,POINT (-77.411088989 39.032567003),2003,2021
BUILDING CONTRACTORS LICENSE,BC228630,08/11/2021,08/11/2023,MATTHEW J. DOWLING & MOLLY J. BRADTKE,20035 New Hampshire Avenue,brinklow,MD,20862,(410)972-1130,POINT (-77.025050967 39.186174012),2021,2023
BUILDING CONTRACTORS LICENSE,BC227751,05/28/2020,05/28/2024,"Miller and Smith at Tapestry, LLC",1960 Gallows Road,vienna,VA,22182,(703)821-2500x240,POINT (-77.22653 38.91099),2020,2024
BUILDING CONTRACTORS LICENSE,BC0303,12/06/1998,06/07/2024,"US HOME, LLC",700 N.W. 107th Avenue,miami,FL,33172,(703)449-6540,POINT (-80.37024 25.77665),1998,2024
BUILDING CONTRACTORS LICENSE,BC3212,03/03/1996,03/03/1998,FOX-SEKO CONSTRUCTION INC,000485  SPRING PARK  PL1500,herndon,VA,22070,NA,POINT (-77.37805 38.96278),1996,1998
BUILDING CONTRACTORS LICENSE,BC229707,02/10/2023,02/10/2025,DNS Contractors LLC,12617 Epping Rd,silver spring,MD,20906,(240)713-0049,POINT (-77.06032 39.06322),2023,2025
BUILDING CONTRACTORS LICENSE,BC2700,04/14/1992,04/14/1994,AMERICAN HERITAGE HOMES INC,009465  LOVAT  RD,fulton,MD,20759,NA,POINT (-76.93771 39.14299),1992,1994
BUILDING CONTRACTORS LICENSE,BC2570,03/31/1993,03/31/1995,HARKINS CARPENTRY INC,012301  OLD COLUMBIA  PIKE,silver spring,MD,20904,NA,POINT (-76.96986 39.05787),1993,1995
BUILDING CONTRACTORS LICENSE,BC230590,02/07/2024,02/07/2026,10608 Parkwood Drive LLC,10608 Parkwood Drive,kensington,MD,20895,(703)928-7760,POINT (-77.08639 39.02953),2024,2026
BUILDING CONTRACTORS LICENSE,BC3314,10/03/1995,10/03/1997,"ANDERSON WOLFF HOMES, INC.",9505  SAYBROOK  AVE,silver spring,MD,20901,NA,POINT (-77.0093 39.01082),1995,1997
BUILDING CONTRACTORS LICENSE,BC228005,10/07/2020,10/07/2022,"4000 KNOWLES AVENUE, LLC",4000 Knowles Avenue,kensington,MD,20895,(703)868-2832,POINT (-77.07925 39.02776),2020,2022
BUILDING CONTRACTORS LICENSE,BC227680,04/17/2020,04/17/2022,"ASP 10503 Parkwood Drive, LLC","5283 Corporate Drive, Suite 300",frederick,MD,21703,(240)405-1334,POINT (-77.41859 39.37741),2020,2022
BUILDING CONTRACTORS LICENSE,BC3525,09/23/1999,09/16/2017,"MARINER HOMES, LLC",6840 YELLOW SHEAVE COURT,frederick,MD,21703,(301)694-6241x,POINT (-77.43187 39.38922),1999,2017
BUILDING CONTRACTORS LICENSE,BC229550,11/21/2022,11/21/2024,ALOK K. & NEHA DHIR,5812 Plainview Road,bethesda,MD,20817,(202)297-5626,POINT (-77.1183 38.98348),2022,2024
BUILDING CONTRACTORS LICENSE,BC231109,06/04/2024,06/04/2026,Krupal Patel,17821 Bowie Mill Road,derwood,MD,20855,(240)515-5941,POINT (-77.11171 39.14827),2024,2026
BUILDING CONTRACTORS LICENSE,BC223600,02/16/2017,02/16/2019,"ProBuilt, LLC.","240 Main Street, # 300",gaithersburg,MD,20878,(443)253-9584,POINT (-77.23863 39.12231),2017,2019
BUILDING CONTRACTORS LICENSE,BC3169,04/21/1993,04/21/1995,B & H CONSTRUCTION SERVICES INC,008010  SUGARBERRY  CT,gaithersburg,MD,20879,NA,POINT (-77.16675 39.16257),1993,1995
BUILDING CONTRACTORS LICENSE,BC226573,03/05/2019,03/05/2021,"3206 Rolling, LLC",7625 Wisconsin Avenue,bethesda,MD,20814,(130)190-8814x0,POINT (-77.09467 38.98648),2019,2021
BUILDING CONTRACTORS LICENSE,BC228570,06/04/2021,06/04/2023,RAJESH KOHLI & JATINDER KAUR,15768 Seneca Run Court,germantown,MD,20874,(240)383-7419,POINT (-77.3205 39.11677),2021,2023
BUILDING CONTRACTORS LICENSE,BC3794,11/30/2004,11/30/2020,"CHUCK SULLIVAN HOMES, LLC",7901 PEARL STREET,bethesda,MD,20814,(301)718-9116,POINT (-77.09168 38.98965),2004,2020
BUILDING CONTRACTORS LICENSE,BC226851,06/07/2019,06/07/2025,"AMIR & ASSOCIATES, INC.",6809 Wisconsin Avenue,chevy chase,MD,20815,(301)657-8618,POINT (-77.091 38.97799),2019,2025
BUILDING CONTRACTORS LICENSE,BC2733,04/08/1991,04/08/1993,L M C C INC,008001  EXODUS  RD,gaithersburg,MD,20879,NA,POINT (-77.16443 39.2041),1991,1993
BUILDING CONTRACTORS LICENSE,BC222766,03/10/2016,03/10/2024,"ROLLINGWOOD BUILDERS, LLC",2000 Tower Oaks Blvd.,rockville,MD,20852,(301)938-2040,POINT (-77.15326 39.06571),2016,2024
BUILDING CONTRACTORS LICENSE,BC223041,07/06/2016,07/06/2022,"LARMAX HOMES, LLC",9741 CORRAL DRIVE,potomac,MD,20854,(301)299-2637,POINT (-77.22424 39.02076),2016,2022
BUILDING CONTRACTORS LICENSE,BC213441,03/13/2014,03/13/2016,MATTHEW WAKSMUNSKI,144 E PASTURE SIDE WAY,rockville,MD,20850,(240)286-2909,POINT (-77.16173 39.11037),2014,2016
BUILDING CONTRACTORS LICENSE,BC3122,06/26/1994,06/26/1996,NEW AMERICAN BUILDERS INC,007923  JONES BRANCH  DR100,mclean,VA,22102,NA,POINT (-77.21682 38.92864),1994,1996
BUILDING CONTRACTORS LICENSE,BC2522,03/31/1991,03/31/1993,GRIMM CO,001204  BALLANTRAE  LANE,fairfax,VA,22101,NA,POINT (-77.16059 38.9413),1991,1993
BUILDING CONTRACTORS LICENSE,BC231591,10/02/2024,10/02/2026,CMX Construction Group LLC,2105 Sahalea Ter,silver spring,MD,20905,(202)448-2971,POINT (-76.96886 39.12673),2024,2026
BUILDING CONTRACTORS LICENSE,BC224455,04/24/2018,04/24/2020,"Village Conrete, Inc",11250 Industrial Road,manassas,Virginia,20109,(703)365-8544,POINT (-77.54376 38.75228),2018,2020
BUILDING CONTRACTORS LICENSE,BC228615,07/09/2021,07/09/2023,NATALIE NAKASHIAN & ACACIO RENAN GUEDES,20808 Woodfield Road,gaithersburg,MD,20882,(240)418-0493,POINT (-77.15454 39.19737),2021,2023
BUILDING CONTRACTORS LICENSE,BC230208,08/02/2023,08/02/2025,"ASP 4403 Bywood Lane, LLC",5283 Corporate Drive,frederick,MD,21703,(240)405-1345,POINT (-77.41859 39.37741),2023,2025
BUILDING CONTRACTORS LICENSE,BC0508,03/28/1993,03/28/1995,ERNEST R SINES INC,14621 LOCUST WOOD LANE,silver spring,MD,20905,(301)384-6618x,POINT (-76.9605 39.09476),1993,1995
BUILDING CONTRACTORS LICENSE,BC2959,08/04/1999,08/04/2011,PAUL POTO,"005515  SECURITY  LANE,",rockville,MD,20852,(301)881-0040x,POINT (-77.11191 39.04179),1999,2011
BUILDING CONTRACTORS LICENSE,BC3032,09/09/1997,09/09/1999,"IPC, INC.",PO BOX 59716,potomac,MD,20859,NA,missing,1997,1999
BUILDING CONTRACTORS LICENSE,BC1006,03/30/1991,03/30/1993,HARKINS COMMERCIAL INC,012301  OLD COLUMBIA  PIKE,silver spring,MD,20904,NA,POINT (-76.96986 39.05787),1991,1993
BUILDING CONTRACTORS LICENSE,BC3727,07/18/2003,07/18/2019,"KESWICK HOMES, LLC",3201 JERMANTOWN ROAD,fairfax,VA,22030,(703)270-1400x,POINT (-77.31099842 38.874801103),2003,2019
BUILDING CONTRACTORS LICENSE,BC3012,09/11/1992,09/11/1994,PETER WOLFE & CO,014635  CROSSWAY  RD,rockville,MD,20853,NA,POINT (-77.08736 39.09764),1992,1994
BUILDING CONTRACTORS LICENSE,BC214767,06/05/2014,06/05/2024,"APEX CONSTRUCTION & DEVELOPMENT, LLC",5613 Halpine Road,rockville,MD,20851,(240)401-2061,POINT (-77.1152 39.06641),2014,2024
BUILDING CONTRACTORS LICENSE,BC3093,01/24/1992,01/24/1994,LEADER & KRAUS INC,002713  WELLER  RD,silver spring,MD,20906,NA,POINT (-77.05718 39.06871),1992,1994
BUILDING CONTRACTORS LICENSE,BC226453,01/11/2019,01/11/2025,"Creekside Partners, LLC",6110 Executive Blvd,rockville,MD,20852,(301)864-6500,POINT (-77.12511 39.04779),2019,2025
BUILDING CONTRACTORS LICENSE,BC2396,12/04/1994,12/04/1996,DOUGLAS BUILDERS,011940  CLAYTON  CT,monrovia,MD,21770,NA,POINT (-77.25065 39.35738),1994,1996
BUILDING CONTRACTORS LICENSE,BC230829,04/01/2024,04/01/2026,"Prana, LLC",4938 Hampden Lane,bethesda,MD,20814,(301)461-2202,POINT (-77.09751 38.98245),2024,2026
BUILDING CONTRACTORS LICENSE,BC2952,07/11/1993,07/11/1995,W M F HOMES INC,021304  GLENDEVON  CT,germantown,MD,20876,NA,POINT (-77.22238 39.20645),1993,1995
BUILDING CONTRACTORS LICENSE,BC3709,04/01/2003,04/01/2025,TOLL MD IV LIMITED PARTNERSHIP,7124 COLUMBIA GATEWAY DRIVE,columbia,MD,21046,(410)872-9105x,POINT (-76.8085 39.17667),2003,2025
BUILDING CONTRACTORS LICENSE,BC3217,04/14/1996,04/14/1998,ANOTHER WORK OF ART,004524  BENNION  RD,wheaton,MD,20906,NA,POINT (-77.08781 39.05182),1996,1998
BUILDING CONTRACTORS LICENSE,BC229808,03/21/2023,03/21/2025,7527 Hampden Lane LLC,8750 Brookville Road,silver spring,MD,20910,(301)588-4747,POINT (-77.05644 39.00016),2023,2025
BUILDING CONTRACTORS LICENSE,BC3594,03/06/2001,03/06/2011,FAKHRI VAZIRI,207 MARTINS LANE,rockville,MD,20850,(301)674-3766x,POINT (-77.15781 39.09206),2001,2011
BUILDING CONTRACTORS LICENSE,BC2513,07/21/1993,07/21/2013,WILLIAM CLUNE,43 WELLESLEY CIRCLE,glen echo,MD,20812,(301)229-8799x,POINT (-77.14388 38.97148),1993,2013
BUILDING CONTRACTORS LICENSE,BC3218,04/26/1998,04/26/2026,"O.C. BUILDERS, INC.",1318 Vincent Place,mclean,VA,22101,(703)827-7716x,POINT (-77.18002 38.937),1998,2026
BUILDING CONTRACTORS LICENSE,BC229234,05/05/2022,05/05/2024,Michal Malachowski,8201 Tomlinson Avenue,bethesda,MD,20817,(301)661-7923,POINT (-77.16786 38.98108),2022,2024
BUILDING CONTRACTORS LICENSE,BC227131,08/23/2019,08/23/2021,Varoujan Derbarghamian,6025 Avon Drive,bethesda,MD,20814,(201)452-3420,POINT (-77.12119 39.0252),2019,2021
BUILDING CONTRACTORS LICENSE,BC3371,11/13/1996,11/13/1998,"M.K. SMITH COMPANY, LLC.",2120  HUTCHISON GROVE  CT,falls church,VA,22043,NA,POINT (-77.20843 38.90576),1996,1998
BUILDING CONTRACTORS LICENSE,BC228616,07/09/2021,07/09/2023,JIAO FENG & XINGZHU LIU,215 Lincoln Ave.,rockville,MD,20850,(301)378-3545,POINT (-77.14758 39.09201),2021,2023
BUILDING CONTRACTORS LICENSE,BC2780,09/09/1991,09/09/1993,DUTCH MASTER BUILDERS,018114  CASHELL  RD,rockville,MD,20853,NA,POINT (-77.09424 39.15387),1991,1993
BUILDING CONTRACTORS LICENSE,BC227519,01/28/2020,01/28/2024,WOJCIECH BISKUP,20056 Gateshead Circle,germantown,MD,20876,(240)425-3760,POINT (-77.23254 39.18304),2020,2024
BUILDING CONTRACTORS LICENSE,BC2225,02/17/1991,02/17/1993,BURLINGAME BUILDERS INC,PO BOX 5184,laytonsville,MD,20882,NA,missing,1991,1993
BUILDING CONTRACTORS LICENSE,BC2728,04/08/1991,04/08/1993,COLBURN CONSTRUCTION CO INC,000646  MAIN  ST,laurel,MD,20707,NA,POINT (-76.85358 39.10843),1991,1993
BUILDING CONTRACTORS LICENSE,BC3305,08/01/1999,08/01/2007,MILOS JIRICKO,P.O. BOX 10295,gaithersburg,MD,20898,(240)375-4084x,missing,1999,2007
BUILDING CONTRACTORS LICENSE,BC227871,07/27/2020,07/27/2022,MORTEZA & SHOHREH PORSAID,6921 Ayr Lane,bethesda,MD,20817,(240)277-0317,POINT (-77.14107 38.97881),2020,2022
BUILDING CONTRACTORS LICENSE,BC228612,07/02/2021,07/02/2025,"JP & SB Enterprises, L.L.C.",4028 Petersville Road,knoxville,MD,21758,(301)748-5559,POINT (-77.61237 39.34586),2021,2025
BUILDING CONTRACTORS LICENSE,BC227892,08/05/2020,08/05/2022,Bethesda Chevy Chase Builders Park Lane LLC,10112 Counselman Road,potomac,MD,20854,(240)882-3089,POINT (-77.20456 39.02215),2020,2022
BUILDING CONTRACTORS LICENSE,BC224479,05/11/2018,05/11/2020,"Zelada Construction, LLC",9114 49th Place,college park,MD,20740,(301)395-5116,POINT (-76.92515 39.00387),2018,2020
BUILDING CONTRACTORS LICENSE,BC3192,09/21/1993,09/21/1995,DREIECK BUILDERS GROUP INC,17717,derwood,MD,20855,(301)926-4837x,missing,1993,1995
BUILDING CONTRACTORS LICENSE,BC229211,04/06/2022,04/06/2024,6704 Brookville LLC,7602 Elmore Lane,bethesda,MD,20817,(843)446-4946,POINT (-77.13269 38.98603),2022,2024
BUILDING CONTRACTORS LICENSE,BC3685,11/13/2002,11/13/2016,"MATTHEWS GENERAL CONTRACTING, INC.",11101 BRANDYWINE STREET,kensington,MD,20895,(301)942-1234x,POINT (-77.07601 39.03746),2002,2016
BUILDING CONTRACTORS LICENSE,BC0617,06/26/1999,06/26/2025,"FS PEOPLES REALTY, LLC",14672 SOUTHLAWN  LANE,rockville,MD,20850,(301)294-8773x,POINT (-77.13956 39.09618),1999,2025
BUILDING CONTRACTORS LICENSE,BC211601,10/07/2013,10/07/2019,"MITCHELL BEST HOMES, LLC",1686 E. GUDE DRIVE,rockville,MD,20850,(301)762-9511,POINT (-77.13023 39.0928),2013,2019
BUILDING CONTRACTORS LICENSE,BC227826,07/06/2020,07/06/2022,"6404 East Halbert, LLC","4938 Hampden Lane, #330",bethesda,MD,20814,(301)461-2202,POINT (-77.09751 38.98245),2020,2022
BUILDING CONTRACTORS LICENSE,BC209742,06/04/2013,06/04/2017,"PERSPECTIVE CUSTOM HOMES, LLC",6604 MICHAELS DRIVE,bethesda,MD,20817,(703)898-3598,POINT (-77.13522 39.01044),2013,2017
BUILDING CONTRACTORS LICENSE,BC228198,01/06/2021,01/06/2023,DIAS J. VILLEGAS & YANIRA M. HENRIQUEZ,16020 Budd Road,poolesville,MD,20837,(240)498-4413,POINT (-77.40125 39.11799),2021,2023
BUILDING CONTRACTORS LICENSE,BC227678,04/17/2020,04/17/2024,"WoodPak Builders, Inc.",1611 Batchellors Forest Road,olney,MD,20832,(301)674-2874,missing,2020,2024
BUILDING CONTRACTORS LICENSE,BC228271,02/17/2021,02/17/2023,"6006 HIGHLAND, LLC",7520 Hampden Lane,bethesda,MD,20814,(202)437-5931,POINT (-77.10986 38.9857),2021,2023
BUILDING CONTRACTORS LICENSE,BC3412,09/10/1999,09/10/2019,"DAY DEVELOPMENT CO., LC","850 EAST GUDE DRIVE,",rockville,MD,20850,(301)424-8336x,POINT (-77.13962 39.10041),1999,2019
BUILDING CONTRACTORS LICENSE,BC231447,09/03/2024,09/03/2026,Welty Homes Inc.,10 Winesap Ct,north potomac,MD,20878,(301)530-4364,POINT (-77.24895398 39.104504981),2024,2026
BUILDING CONTRACTORS LICENSE,BC2943,06/14/1999,06/14/2013,SCOTT SHAY,"6210 OLD DOBBIN LANE,",columbia,MD,21045,(410)312-3692x,POINT (-76.81513 39.20237),1999,2013
BUILDING CONTRACTORS LICENSE,BC227987,10/01/2020,10/01/2022,"Detrick Avenue, LLC",10801 Fox Hunt Lane,rockville,MD,20854,(301)641-5037,POINT (-77.22133 39.0225),2020,2022
BUILDING CONTRACTORS LICENSE,BC228345,03/23/2021,03/23/2023,"ASP 10102 Fleming Avenue, LLC","5283 Corporate Drive, Suite 300",frederick,Maryland,21703,(240)405-1333,POINT (-77.41859 39.37741),2021,2023
BUILDING CONTRACTORS LICENSE,BC227175,09/12/2019,09/12/2021,ROBERT DINKELSPIEL & SHELBY COOK,8006 Maple Ridge Road,bethesda,MD,20814,(901)634-6289,POINT (-77.10658 38.99017),2019,2021
BUILDING CONTRACTORS LICENSE,BC227264,10/04/2019,10/04/2021,"CBD CUSTOM HOMES, LLC",253 Mont View Lane,luray,VA,22835,(703)930-3562,POINT (-78.4455 38.71164),2019,2021
BUILDING CONTRACTORS LICENSE,BC2785,09/09/1991,09/09/1993,LONG SIGNATURE HOMES INC,14100K  PARKE LONG  CT,chantilly,VA,22021,NA,POINT (-77.43557 38.89218),1991,1993
BUILDING CONTRACTORS LICENSE,BC228006,10/07/2020,10/07/2024,MARYLAND CUSTOM,200 Heil Road,silver spring,MD,20905,(301)421-4242,POINT (-77.00538 39.09797),2020,2024
BUILDING CONTRACTORS LICENSE,BC3891,09/11/2006,09/11/2018,"MARRIOTTSVILLE CONSTR., LLC",10490 Little Patuxent Parkway,columbia,MD,21044,(410)750-2600x,POINT (-76.86364 39.21233),2006,2018
BUILDING CONTRACTORS LICENSE,BC230210,08/02/2023,08/02/2025,"ASP 5505 Wilson Lane, LLC",5283 Corporate Drive,frederick,MD,21703,(240)405-1345,POINT (-77.41859 39.37741),2023,2025
BUILDING CONTRACTORS LICENSE,BC3633,10/02/2001,10/02/2007,JOAN MCNEY,825 BUCKINGHAM DRIVE,severna park,MD,21146,(410)975-9688x,POINT (-76.526 39.06331),2001,2007
BUILDING CONTRACTORS LICENSE,BC228392,04/07/2021,04/07/2023,"ARTISAN BUILDERS III, LLC",6862 Elm Street,mclean,VA,22101,(703)883-0202,POINT (-77.18072 38.93736),2021,2023
BUILDING CONTRACTORS LICENSE,BC228245,02/02/2021,02/02/2025,"LUXMANOR CUSTOM HOME BUILDERS, LLC",170 Rollins Ave,rockville,MD,20852,(301)440-6584,POINT (-77.125375977 39.058354012),2021,2025
BUILDING CONTRACTORS LICENSE,BC4078,04/03/2012,04/03/2026,"Barkay, Inc.",8797 Snouffer School Road,gaithersburg,MD,20879,(301)948-8008x,POINT (-77.17915 39.17931),2012,2026
BUILDING CONTRACTORS LICENSE,BC230529,01/09/2024,01/09/2026,Dung V. Nguyen & Shao Ling Lim,13000 Valley Drive,rockville,MD,20850,(301)675-6384,POINT (-77.19885 39.06911),2024,2026
BUILDING CONTRACTORS LICENSE,BC227135,08/27/2019,08/27/2023,"PRESERVE AT TOWER OAKS INVESTMENT PARTNERS, LLC",4800 Hampden Lane,bethesda,MD,20814,(301)634-8656,POINT (-77.095233983 38.982481989),2019,2023
BUILDING CONTRACTORS LICENSE,BC223252,10/11/2016,10/11/2018,"RESIDENTIAL BUILDERS, LLC",515 GUN ROAD,halethorpe,MD,21227,(443)286-0255,POINT (-76.71915 39.2358),2016,2018
BUILDING CONTRACTORS LICENSE,BC228456,04/30/2021,04/30/2023,"Nittany Partners, LLC",10524 Detrick Avenue,kensington,MD,20895,(301)942-3600,POINT (-77.0776 39.02863),2021,2023
BUILDING CONTRACTORS LICENSE,BC2862,07/14/1998,07/14/2024,"WELTY HOMES, INC.",14205 Alta Oaks Drive,rockville,MD,20850,(301)530-4364,POINT (-77.2066 39.08995),1998,2024
BUILDING CONTRACTORS LICENSE,BC227617,03/02/2020,03/02/2022,KENNETH RAY HORNSBY JR. & PATRICIA  HORNSBY,22009 Beallsville Road,boyds,MD,20841,(301)252-1873,missing,2020,2022
BUILDING CONTRACTORS LICENSE,BC3307,09/12/1995,09/12/1997,"WINTHROP MANAGEMENT SERVICES, INC.",P.O.  BOX 941,mclean,VA,22101,NA,missing,1995,1997
BUILDING CONTRACTORS LICENSE,BC2662,06/22/1999,05/22/2017,"NIMA CUSTOM HOMES, INC.",11900 PARKLAWN DIRVE,rockville,MD,20852,(301)831-8253x,POINT (-77.10609 39.05095),1999,2017
BUILDING CONTRACTORS LICENSE,BC3833,07/12/2005,07/12/2011,MICHAEL WILSON,877 STILL CREEK LANE,north potomac,MD,20878,(301)591-3722x,POINT (-77.23472 39.10914),2005,2011
BUILDING CONTRACTORS LICENSE,BC227854,07/22/2020,07/22/2026,6013 Roosevelt Street LLC,8306 Melody Court,bethesda,MD,20817,(240)687-3697,POINT (-77.13476 38.99329),2020,2026
BUILDING CONTRACTORS LICENSE,BC227855,07/22/2020,07/22/2022,"4205 Saul Road, LLC",8306 Melody Court,bethesda,MD,20817,(240)687-3697,POINT (-77.13476 38.99329),2020,2022
BUILDING CONTRACTORS LICENSE,BC229044,02/22/2022,02/22/2024,4529 Fairfield Drive LLC,8750 Brookville Road,silver spring,MD,20910,(301)588-4747,POINT (-77.05644 39.00016),2022,2024
