license_type,license_number,issue_date,expiration_date,primary_applicant,business_name,address,city,state,zip_code,telephone,location,year_of_issue,year_of_exp
BUILDING CONTRACTORS LICENSE,BC2724,04/08/1999,04/08/2009,ANDREAS APOSTOLOPOULOS,ANDY'S HOME IMPROVEMENT,007220 CYPRESS HILL  DRIVE,GAITHERSBURG,MD,20879,(301)353-9774x,POINT (-77.14694 39.17175),1999,2009
BUILDING CONTRACTORS LICENSE,BC226906,06/19/2019,06/19/2021,"BMII, LLC",NA,1355 Beverly Road,McLean,VA,22101,(703)734-9855,POINT (-77.17757 38.93675),2019,2021
BUILDING CONTRACTORS LICENSE,BC3266,12/20/1996,12/20/1998,DEIBLER & SONS CONSTRUCTION,NA,3036  MEMORY  LN,SILVER SPRING,MD,20904,NA,POINT (-76.94489 39.06703),1996,1998
BUILDING CONTRACTORS LICENSE,BC3989,06/04/2009,06/04/2017,POTOMAC DESIGN BUILD,POTOMAC DESIGN BUILD,2832 DORR AVENUE,FAIRFAX,VA,22031,(703)698-0116x,POINT (-77.2343 38.87502),2009,2017
BUILDING CONTRACTORS LICENSE,BC2929,04/26/1993,04/26/1995,GARRETT DESIGN & CONSTRUCTION CO,NA,012202  MIDDLE  RD,SILVER SPRING,MD,20906,NA,POINT (-77.08675 39.05649),1993,1995
BUILDING CONTRACTORS LICENSE,BC226757,05/16/2019,05/16/2021,"G & D CHATSWORTH, LLC",NA,12541 Chandler Blvd,Valley Village,CA,91607,(818)802-0483,POINT (-118.40659 34.16869),2019,2021
BUILDING CONTRACTORS LICENSE,BC2269,09/10/1998,09/11/2020,"PAGENSTECHER GROUP, INC.","PAGENSTECHER GROUP, INC.","10605 CONCORD STREET,",KENSINGTON,MD,20895,(301)933-9305x,POINT (-77.07518 39.03003),1998,2020
BUILDING CONTRACTORS LICENSE,BC2971,11/30/1997,09/29/2018,"HOUSEWRIGHT DEVELOPMENT, INC.","HOUSEWRIGHT DEVELOPMENT, INC.",923 SLIGO AVE,SILVER SPRING,MD,20910,(410)949-4375,POINT (-77.02496 38.9905),1997,2018
BUILDING CONTRACTORS LICENSE,BC222767,03/10/2016,03/10/2020,"MILLER AND SMITH AT CLARKSBURG, LLC","MILLER & SMITH, CLARKSBURG,LLC",8401 GREENSBORO DRIVE,MCLEAN,VA,22102,(703)821-2500x231,POINT (-77.237138682 38.927618828),2016,2020
BUILDING CONTRACTORS LICENSE,BC220341,07/16/2015,07/16/2017,"DE-DESIGN, LLC","DE-DESIGN, LLC","4358 ARGYLE TERRACE, NW",WASHINGTON,DC,20011,(202)882-3108,POINT (-77.04209 38.94405),2015,2017
BUILDING CONTRACTORS LICENSE,BC3199,11/02/1995,11/02/1997,HAVERFORD HOMES.,NA,006525  BELCREST  RD300,HYATTSVILLE,MD,20782,NA,POINT (-76.95385 38.96941),1995,1997
BUILDING CONTRACTORS LICENSE,BC3081,11/13/1997,11/13/2011,DENKER MICHAEL,HOPKINS & PORTER,"12944-C  TRAVILAH  ROAD,",POTOMAC,MD,20854,(301)840-9121x,POINT (-77.26372 39.06807),1997,2011
BUILDING CONTRACTORS LICENSE,BC3553,05/03/2000,02/12/2022,CGC BUILDERS LLC,CGC BUILDERS LLC,8489 HEATHERWOLD DRIVE,LAUREL,MD,20723,(301)490-9171x,POINT (-76.88038 39.13805),2000,2022
BUILDING CONTRACTORS LICENSE,BC227032,07/25/2019,07/25/2021,"DREAM FINDERS HOMES, LLC",NA,4506 DALY DRIVE,CHANTILLY,VA,20155,(703)263-0395,POINT (-77.44422 38.8839),2019,2021
BUILDING CONTRACTORS LICENSE,BC3067,09/09/1991,09/09/1993,ACHENBACH CONTRACTING,NA,008415  FORESIGHT  LANE,WALKERSVILLE,MD,21793,NA,POINT (-77.35929 39.46436),1991,1993
BUILDING CONTRACTORS LICENSE,BC0253,04/01/1991,04/01/1993,THOMAS P HARKINS INC,NA,012301  OLD COLUMBIA  PIKE,SILVER SPRING,MD,20904,NA,POINT (-76.96986 39.05787),1991,1993
BUILDING CONTRACTORS LICENSE,BC3740,11/04/2003,11/04/2017,"TOLL MD BUILDER I, LP","TOLL MD BUILDER I, LP","250 GIBRALTAR ROAD, ATTN GATES/LEGAL",HORHAM,PA,19044,(410)872-9105x,POINT (-75.13627 40.17499),2003,2017
BUILDING CONTRACTORS LICENSE,BC230787,03/11/2024,03/11/2026,Mohammed A. Khan & Nadia Khan-Ahmed,NA,5506 Namakagan Road,Bethesda,MD,20816,(202)316-9832,POINT (-77.11153 38.95793),2024,2026
BUILDING CONTRACTORS LICENSE,BC0345,02/03/1999,02/03/2009,"EDWARD MILLER, JR.",W.C.& A.N. MILLER DEVELOP.CO.,"004315  50TH  STREET, N.W.",WASHINGTON,DC,20016,(202)895-2700x,POINT (-77.09822 38.94589),1999,2009
BUILDING CONTRACTORS LICENSE,BC3124,07/13/1996,07/13/1998,GEORGE MASON CONSTRUCTION CO,NA,006626  WILSON  LANE,BETHESDA,MD,20817,NA,POINT (-77.13428 38.98648),1996,1998
BUILDING CONTRACTORS LICENSE,BC4030,12/23/2010,12/23/2018,"SEED HOMES, INC.","SEED HOMES, INC.",50 W. Edmonston Drive,Rockville,MD,20852,(301)541-8224x,POINT (-77.13617 39.07381),2010,2018
BUILDING CONTRACTORS LICENSE,BC2912,02/14/1993,02/14/1995,FRANK G WOODARD MAINTENANCE INC,NA,003702  PERRY  AVE,KENSINGTON,MD,20895,NA,POINT (-77.0728 39.03296),1993,1995
BUILDING CONTRACTORS LICENSE,BC3702,03/04/2003,03/04/2017,"NDI OF MARYLAND, LLC","NDI OF MARYLAND, LLC",134 HOLIDAY COURT,ANNAPOLIS,MD,21401,(410)266-5634x,POINT (-76.54593 38.98205),2003,2017
BUILDING CONTRACTORS LICENSE,BC3025,01/10/1991,01/10/1993,W B DORMAN CONSTRUCTION INC,NA,13 CLEVELAND  AVE,TAKOMA PARK,MD,20912,(301)587-7947x,POINT (-77.01708 38.98192),1991,1993
BUILDING CONTRACTORS LICENSE,BC223178,09/15/2016,09/15/2026,"BROOKFIELD TRAVILAH GROVE, LLC","BROOKFIELD TRAVILAH GROVE, LLC",3201 JERMANTOWN ROAD,FAIRFAX,VA,22030,(703)270-1400,POINT (-77.31099842 38.874801103),2016,2026
BUILDING CONTRACTORS LICENSE,BC228266,02/11/2021,02/11/2023,"ASP 9220 Seven Locks Road, LLC",NA,"5283 Corporate Drive, Suite 300",Frederick,MD,21703,(240)405-1333,POINT (-77.41859 39.37741),2021,2023
BUILDING CONTRACTORS LICENSE,BC2185,08/12/1998,08/12/2026,"BEAZER HOMES, LLC","BEAZER HOMES, LLC",6085 Marshalee Drive,Elkridge,MD,21075,(410)720-5071,POINT (-76.77484 39.20638),1998,2026
BUILDING CONTRACTORS LICENSE,BC230509,01/05/2024,01/05/2026,"Real Estate Investment Partners, LLC",NA,124 Castle Oak Court,Clarksburg,MD,20871,(202)975-3456,POINT (-77.24403 39.22169),2024,2026
BUILDING CONTRACTORS LICENSE,BC3322,11/09/1995,11/09/1997,AKA LANDMARK COMMUNITIES,NA,5252  CHEROKEE  AVE303,ALEXANDRIA,VA,22312,NA,POINT (-77.15989 38.80771),1995,1997
BUILDING CONTRACTORS LICENSE,BC3197,10/07/1995,10/07/1997,HOMECROFT HOMES INC,NA,006111  DAVIS  RD,WOODBINE,MD,21797,NA,POINT (-77.0928 39.40578),1995,1997
BUILDING CONTRACTORS LICENSE,BC3706,03/04/2003,03/04/2019,"CONRAIL DEVELOPERS, INC.","CONRAIL DEVELOPERS, INC.",241 MAIN STREET,WOODBRIDGE,NJ,7095,(732)636-6690x,POINT (-74.28714 40.55175),2003,2019
BUILDING CONTRACTORS LICENSE,BC203828,07/11/2012,07/11/2018,"RGH DESIGN GROUP, INC.","RGH DESIGN GROUP, INC.",8804 MOVERLY COURT,SPRINGFIELD,VA,22152,(703)674-6366,POINT (-77.24869 38.78234),2012,2018
BUILDING CONTRACTORS LICENSE,BC231111,06/04/2024,06/04/2026,"Wing K Wong, Janice M Wong",NA,7807 Moorland Ln,Bethesda,MD,20814,(301)579-3381,POINT (-77.109908013 38.98811798),2024,2026
BUILDING CONTRACTORS LICENSE,BC3799,01/12/2005,01/12/2009,ROBERT COPELAND,AURORA SOUTH,168 BUSINESS PARK DRIVE,VIRGINIA BEACH,VA,23462,(757)473-3706x,POINT (-76.17582 36.84451),2005,2009
BUILDING CONTRACTORS LICENSE,BC228242,02/02/2021,02/02/2025,"MARYLAND RESIDENTIAL DESIGN & CONSTRUCTION, LLC",NA,2408 Jennifer Ct,Clarksburg,MD,20871,(301)661-0047,POINT (-77.29662 39.3003),2021,2025
BUILDING CONTRACTORS LICENSE,BC2584,10/23/1996,10/23/1998,RICHMOND AMERICAN HOMES OF VIRGINIA INC,NA,003701  PENDER  DR200,FAIRFAX,VA,22030,NA,POINT (-77.33121 38.8624),1996,1998
BUILDING CONTRACTORS LICENSE,BC4057,09/08/2011,09/08/2023,"BELUGA VENTURES, LLC","BELUGA VENTURES, LLC",703 MARION QUIMBY DRIVE,STEVENSVILLE,MD,21666,(443)848-7414x,POINT (-76.31353 38.97117),2011,2023
BUILDING CONTRACTORS LICENSE,BC3986,04/20/2009,04/20/2023,"VISTA DESIGN BUILD, LLC","VISTA DESIGN BUILD, LLC",2600 Tower Oaks Blvd.,Rockville,MD,20852,(301)951-0500x,POINT (-77.1546 39.06219),2009,2023
BUILDING CONTRACTORS LICENSE,BC3127,07/14/1992,07/14/1994,CUSHMAN ROAD PROPERTIES INC,NA,012224  DREWS  CT,POTOMAC,MD,20854,NA,POINT (-77.26723 39.05373),1992,1994
BUILDING CONTRACTORS LICENSE,BC3083,11/20/1991,11/20/1993,L S H (F) INC,NA,14100K  PARKE LONG  CT,CHANTILLY,VA,22021,NA,POINT (-77.43557 38.89218),1991,1993
BUILDING CONTRACTORS LICENSE,BC3609,04/04/2001,09/30/2017,LEWIS FRIEDMAN,LEWIS FRIEDMAN,618 CENTERPOINT WAY,GAITHERSBURG,MD,20878,(301)704-2579x,POINT (-77.23246 39.12205),2001,2017
BUILDING CONTRACTORS LICENSE,BC2708,12/02/1996,12/02/1998,PETTIT ENTERPRISES INC,NA,18205D  FLOWER HILL  WAY,GAITHERSBURG,MD,20879,NA,POINT (-77.16377 39.15552),1996,1998
BUILDING CONTRACTORS LICENSE,BC4041,04/12/2011,04/12/2017,"ATLANTIC HERITAGE BUILDERS, LLC","ATLANTIC HERITAGE BUILDERS,LLC",6607 HUNTER TRAIL WAY,FREDERICK,MD,21702,(301)244-0377x,POINT (-77.43748 39.45819),2011,2017
BUILDING CONTRACTORS LICENSE,BC230510,01/05/2024,01/05/2026,"ABR Investments, LLC",NA,10205 Cove Ledge Court,Gaithersburg,MD,20886,(240)246-6144,POINT (-77.21044 39.17808),2024,2026
BUILDING CONTRACTORS LICENSE,BC227696,04/20/2020,04/20/2022,2610 MC LLC,NA,P.O. Box 34874,Bethesda,MD,20827,(202)256-1213,missing,2020,2022
BUILDING CONTRACTORS LICENSE,BC3722,07/16/2003,07/16/2019,"ASSOCIATED CUSTOM BUILDERS, LLC",NA,6862 ELM STREET,MCLEAN,VA,22101,(703)356-8700x,POINT (-77.18072 38.93736),2003,2019
BUILDING CONTRACTORS LICENSE,BC216361,09/09/2014,09/09/2018,"CF7 OWNER, LLC","CF7 OWNER, LLC",5283 CORPORATE DRIVE,FREDERICK,MD,21703,(301)695-6614,POINT (-77.41859 39.37741),2014,2018
BUILDING CONTRACTORS LICENSE,BC228578,06/09/2021,06/09/2023,MH Holahan Development LLC,NA,4612 Chase Avenue,Bethesda,NA,20814,(301)674-2160,POINT (-77.09316 38.98975),2021,2023
BUILDING CONTRACTORS LICENSE,BC2606,02/04/1991,02/04/1993,R W STONE CONTRACTOR,NA,PO BOX 691,POOLESVILLE,MD,20842,NA,missing,1991,1993
BUILDING CONTRACTORS LICENSE,BC2796,10/06/1995,10/06/1997,SENECA DEVELOPMENT CO,NA,012537  WAR ADMIRAL  WAY,GAITHERSBURG,MD,20878,NA,POINT (-77.26104 39.09759),1995,1997
BUILDING CONTRACTORS LICENSE,BC3102,03/11/1994,03/11/1996,VERDIN CONSTRUCTION CO,NA,004228  ROUND HILL  RD,SILVER SPRING,MD,20906,NA,POINT (-77.08364 39.04562),1994,1996
BUILDING CONTRACTORS LICENSE,BC228726,09/09/2021,09/09/2023,"Capitol Gateway Development, LLC",NA,2419 Fairhill Drive,Suitland,MD,20746,(301)537-0353,POINT (-76.95492 38.85603),2021,2023
BUILDING CONTRACTORS LICENSE,BC224472,05/10/2018,05/10/2020,". 5204 Dorset Avenue, LLC",NA,2801 Beechbank Road,Silver spring,MD,20910,(301)675-5349,POINT (-77.05707 39.0167),2018,2020
BUILDING CONTRACTORS LICENSE,BC227565,02/13/2020,02/13/2024,"JOB, LLC",NA,10125 Collesville Road,Silver Spring,MD,20901,(301)442-3500,POINT (-77.01209 39.02064),2020,2024
BUILDING CONTRACTORS LICENSE,BC3939,11/07/2007,11/17/2023,"CLASSIC GROUP, LLC","CLASSIC GROUP, LLC","8120 WOODMONT AVENUE,",BETHESDA,MD,20814,(301)913-0404x,POINT (-77.09679 38.99152),2007,2023
BUILDING CONTRACTORS LICENSE,BC226737,05/08/2019,05/08/2021,"CONSTRUCTION AND SAFETY SERVICES, INC.",NA,"212 T Street, N.W.",NA,"Washington, DC",20001,(202)744-8794,POINT (-117.17535 46.74789),2019,2021
BUILDING CONTRACTORS LICENSE,BC222630,01/06/2016,01/06/2018,"NEW CONCEPT HOME BUILDERS NEW CONCEPT HOME IMPROVEMENT, LLC","NEW CONCEPT HOME IMPROV, LLC",74 ORCHARD DRIVE,GAITHERSBURG,MD,20878,(240)426-1556,POINT (-77.24979 39.12013),2016,2018
BUILDING CONTRACTORS LICENSE,BC231452,09/04/2024,09/04/2026,Brodley Construction LLC,NA,10918 Candlelight Lane,Potomac,MD,20854,(571)237-1090,POINT (-77.171264969 39.037318998),2024,2026
BUILDING CONTRACTORS LICENSE,BC3096,02/14/1992,02/14/1994,DORCUS SHEEDER CONSTRUCTION,NA,011228  PUTMAN  RD,THURMONT,MD,21788,NA,POINT (-77.44518 39.54172),1992,1994
BUILDING CONTRACTORS LICENSE,BC226948,06/25/2019,06/25/2021,"CHS ACQUISITIONS, LLC",NA,7901 Pearl Street,Bethesda,MD,20814,(240)508-2557,POINT (-77.09168 38.98965),2019,2021
BUILDING CONTRACTORS LICENSE,BC3062,07/22/1991,07/22/1993,FOUR STAR ASSOCIATES,NA,007799  LEESBURG  PIKE900N,FALLS CHURCH,VA,22043,NA,POINT (-77.21568 38.90685),1991,1993
BUILDING CONTRACTORS LICENSE,BC3231,06/21/1994,06/21/1996,MAPLE STREET HOMES INC,NA,000207  CONTOUR  RD,MOUNT AIRY,MD,21771,NA,POINT (-77.16316 39.38293),1994,1996
BUILDING CONTRACTORS LICENSE,BC2236,09/10/1996,09/10/1998,CONSTRUCTIVE ALTERNATIVES INC,NA,007334  CARROLL  AVE,TAKOMA PARK,MD,20912,NA,POINT (-77.00547 38.97879),1996,1998
BUILDING CONTRACTORS LICENSE,BC3317,10/03/1995,10/03/1997,REGENCY CUSTOM HOMES CORPORATION,NA,49  OLD SOLOMONS ISLAN  RD301,ANNAPOLIS,MD,21401,NA,POINT (-76.53548 38.97946),1995,1997
BUILDING CONTRACTORS LICENSE,BC3220,05/09/1994,05/09/1996,J BLITZ DEVELOPMENT CORP,NA,009505  BURNING TREE  RD,BETHESDA,MD,20817,NA,POINT (-77.13451 39.01109),1994,1996
BUILDING CONTRACTORS LICENSE,BC2486,09/22/1992,09/22/1994,POTOMAC DESIGN & CONSTRUCTION CO,NA,PO BOX 59235,POTOMAC,MD,20859,NA,missing,1992,1994
BUILDING CONTRACTORS LICENSE,BC3680,11/08/2002,11/08/2008,TERRY PEAY,AUGUSTINE HOMES,"1615 M STREET, NW,",WASHINGTON,DC,20036,(202)429-6900x,POINT (-77.03716 38.90606),2002,2008
BUILDING CONTRACTORS LICENSE,BC3219,05/09/1998,05/09/2004,MITCHELL RACOOSIN,"VIRGINIA ASSOCIATED BUILDERS,",001212  SPRING HILL  ROAD,MCLEAN,VA,22102,(703)356-8700x,POINT (-77.22953 38.9446),1998,2004
BUILDING CONTRACTORS LICENSE,BC2922,04/06/1991,04/06/1993,H B G ASSOCIATES INC,NA,003611  CHAIN BRIDGE  RDD,FAIRFAX,VA,22030,NA,POINT (-77.30709 38.85705),1991,1993
BUILDING CONTRACTORS LICENSE,BC3241,08/01/1994,08/01/1996,B F R CONSTRUCTION CO,NA,000921  GLYNDON  STSE,VIENNA,VA,22180,NA,POINT (-77.24886 38.89567),1994,1996
BUILDING CONTRACTORS LICENSE,BC0522,05/24/1999,05/24/2009,JOHN CORDELL,CORDELL CUSTOM HOMES,9455 LONGS MILL ROAD,ROCKY RIDGE,MD,21778,(301)898-3386x,POINT (-77.33769 39.5853),1999,2009
BUILDING CONTRACTORS LICENSE,BC3027,02/07/1991,02/07/1993,PORTER CUSTOM HOMES INC,NA,PO BOX 1492,SANDY SPRING,MD,20860,NA,missing,1991,1993
BUILDING CONTRACTORS LICENSE,BC3483,11/03/1998,11/03/2016,"WESTWING BUILDERS, INC.","WESTWING BUILDERS, INC.",4143 WEEKS DRIVE,WARRENTON,VA,20187,(540)341-3483,POINT (-77.67609 38.74689),1998,2016
BUILDING CONTRACTORS LICENSE,BC228385,04/01/2021,04/01/2023,"KEHOE GROUP 6705 PEMBERTON ST., LLC",NA,4511 Everett St.,Kensington,MD,20895,(301)512-7069,POINT (-77.08981 39.02302),2021,2023
BUILDING CONTRACTORS LICENSE,BC2957,02/28/1999,02/28/2019,"GENERAL CONSTRUCTION MANAGEMENT, INC.","GENERAL CONST MANAGEMENT, INC.",P.O. BOX 321,CROWNSVILLE,MD,21032,(443)871-2732x,missing,1999,2019
BUILDING CONTRACTORS LICENSE,BC229213,04/07/2022,04/07/2024,"Citi Homes, LLC",NA,4711 Rosedale Avenue,Bethesda,MD,20814,(240)876-4441,POINT (-77.095 38.99272),2022,2024
BUILDING CONTRACTORS LICENSE,BC226448,01/09/2019,01/09/2023,"RCG Homes, LLC",NA,"416 N. Stonestreet Ave.,",Rockville,MD,20850,(240)793-6843,POINT (-77.14949 39.08976),2019,2023
BUILDING CONTRACTORS LICENSE,BC3950,02/06/2008,02/06/2010,"BLEDSOE CONSTRUCTION, LLC","BLEDSOE CONSTRUCTION, LLC",20111 FISHER AVENUE,MD,NA,20837,(240)229-8770x,POINT (-77.41992 39.14653),2008,2010
BUILDING CONTRACTORS LICENSE,BC2317,10/17/1998,10/17/2026,"Tri Pointe Homes DC Metro, Inc.","Tri Pointe Homes DC Metro, Inc",12435 Park Potomac Avenue,Potomac,MD,20854,(301)803-4721,POINT (-77.15757 39.05944),1998,2026
BUILDING CONTRACTORS LICENSE,BC2988,03/16/1998,03/16/2026,"FARNSWORTH HOMES, INC.","FARNSWORTH HOMES, INC.",25101  PEACH TREE  ROAD,CLARKSBURG,MD,20871,(301)601-0688,POINT (-77.32692 39.26497),1998,2026
BUILDING CONTRACTORS LICENSE,BC227928,09/01/2020,09/01/2022,"CHAPEL GARDEN, LLC",NA,6116 Executive Blvd.,North Bethesda,MD,20852,(301)251-2001,POINT (-77.12626 39.04758),2020,2022
BUILDING CONTRACTORS LICENSE,BC230667,02/16/2024,02/16/2026,MOD4U LLC,NA,5202 Shirley Avenue,Jacksonville,FL,32210,(410)596-2986,POINT (-81.73472 30.28381),2024,2026
BUILDING CONTRACTORS LICENSE,BC228268,02/12/2021,02/12/2023,"ASP 6304 MARJORY LANE, LLC",NA,5283 Corporate Drive,Frederick,MD,21703,(240)405-1333,POINT (-77.41859 39.37741),2021,2023
BUILDING CONTRACTORS LICENSE,BC2503,02/12/1993,02/12/1995,RAGAN CORP,NA,000401  POST OFFICE  RD201,WALDORF,MD,20602,NA,POINT (-76.90222 38.61144),1993,1995
BUILDING CONTRACTORS LICENSE,BC231327,08/02/2024,08/02/2026,Paul Richard Kucher 4th & Angela Rose Kucher,NA,15323 Forest Lake Court,Darnestown,MD,20874,(443)797-5552,POINT (-77.32229 39.11883),2024,2026
BUILDING CONTRACTORS LICENSE,BC224228,12/07/2017,12/07/2021,"Bethel Regency Homes, LLC",NA,4815 Prince Georges Ave.,Beltsville,MD,20705,(301)937-7500,POINT (-76.90984 39.03943),2017,2021
BUILDING CONTRACTORS LICENSE,BC3167,04/08/1995,04/08/1997,DANNER DEVELOPMENT INC,NA,001006  PARRS RIDGE  RD,SPENCERVILLE,MD,20868,NA,POINT (-76.97953 39.13119),1995,1997
BUILDING CONTRACTORS LICENSE,BC209743,06/04/2013,06/04/2015,"TAFTI AND COMPANY, LLC",NA,2929-J ESKRIDGE ROAD,FAIRFAX,VA,22031,(703)573-8075,POINT (-77.23108 38.87193),2013,2015
BUILDING CONTRACTORS LICENSE,BC3310,09/12/1999,09/12/2011,GARY BALSAMO,ADJENDA CORPORATION,9710 TRAVILLE GATEWAY DRIVE,ROCKVILLE,MD,20850,(240)242-7177x,POINT (-77.20409 39.09151),1999,2011
BUILDING CONTRACTORS LICENSE,BC2185,08/12/1998,08/12/2026,"BEAZER HOMES, LLC","BEAZER HOMES, LLC",6085 Marshalee Drive,Elkridge,MD,21075,(410)720-5071,POINT (-76.77484 39.20638),1998,2026
BUILDING CONTRACTORS LICENSE,BC3084,11/20/1993,11/20/1995,L S H (R) INC,NA,004375  FAIR LAKES  CT,FAIRFAX,VA,22033,NA,POINT (-77.37656 38.86224),1993,1995
BUILDING CONTRACTORS LICENSE,BC4070,01/04/2012,01/04/2020,"GEORGETOWN CUSTOM HOMES, INC.",NA,11680 WELLER HILL DRIVE,MONROVIA,MD,21770,(240)876-7766x,POINT (-77.2609 39.35723),2012,2020
BUILDING CONTRACTORS LICENSE,BC227132,08/23/2019,08/23/2021,Kevin Campbell,NA,27905 Barnes Road,Damascus,MD,20872,(301)674-2526,POINT (-77.25377 39.31378),2019,2021
BUILDING CONTRACTORS LICENSE,BC3866,03/21/2006,03/21/2024,"EYA, LLC","EYA, LLC","4800 HAMPDEN LANE,",BETHESDA,MD,20814,(301)634-8600x,POINT (-77.09501 38.98273),2006,2024
BUILDING CONTRACTORS LICENSE,BC222905,05/20/2016,05/20/2026,"FRANCIS DEVELOPMENT, LLC","FRANCIS DEVELOPMENT, LLC",912 Silver Spring Avenue,SILVER SPRING,MD,20910,(301)880-7171,POINT (-77.02516 38.99165),2016,2026
BUILDING CONTRACTORS LICENSE,BC229572,12/06/2022,12/06/2024,ALOK K. & NEHA DHIR,NA,5812 Plainview Road,Bethesda,MD,20817,(202)297-5626,POINT (-77.1183 38.98348),2022,2024
BUILDING CONTRACTORS LICENSE,BC230047,06/26/2023,06/26/2025,"Terra Innovations, Inc.",NA,410 Ponte Vedra Blvd,Ponte Vedra Beach,FL,32082,(301)613-2727,POINT (-81.37543 30.23036),2023,2025
BUILDING CONTRACTORS LICENSE,BC230927,04/29/2024,04/29/2026,"6701 Allegheny, LLC",NA,7123 Sycamore Avenue,Takoma Park,MD,20912,NA,POINT (-77.00529 38.97728),2024,2026
BUILDING CONTRACTORS LICENSE,BC2854,07/14/1998,07/14/2018,"CORNERSTONE, INC.","CORNERSTONE, INC.",P.O. BOX 6,BEALLSVILLE,MD,20839,(301)972-8700x,missing,1998,2018
BUILDING CONTRACTORS LICENSE,BC2891,11/14/1992,11/14/1994,EMPIRE CONSTRUCTION,NA,9423  WROUGHT IRON  CT,FAIRFAX,VA,22032,NA,POINT (-77.27086 38.83484),1992,1994
BUILDING CONTRACTORS LICENSE,BC228913,01/12/2022,01/12/2026,"T&R DEVELOPMENT, LLC",NA,"1 Thomas Circle, NW","Washington, DC",NA,20005,(571)264-4718,POINT (-77.03235 38.90547),2022,2026
BUILDING CONTRACTORS LICENSE,BC226855,06/07/2019,06/07/2025,"ART AND CEMENT CONSTRUCTION, LLC",NA,7316 Helmsdale Road,Bethesda,MD,20817,(301)910-9197,POINT (-77.15061 38.98478),2019,2025
BUILDING CONTRACTORS LICENSE,BC228072,11/05/2020,11/05/2022,"SSB Burning Tree, LLC",NA,4705 West Virginia Avenue,Bethesda,MD,20814,(301)913-5995,POINT (-77.0947 38.99071),2020,2022
BUILDING CONTRACTORS LICENSE,BC0229,03/20/1995,03/20/1997,COVELL BUILDERS INC,NA,000003  RUSSELL  AVE,GAITHERSBURG,MD,20877,NA,POINT (-77.19635 39.14246),1995,1997
BUILDING CONTRACTORS LICENSE,BC227344,10/31/2019,10/31/2021,"SSB 6805 EAST, LLC",NA,4705 West Virginia Avenue,Bethesda,MD,20814,(301)252-0464,POINT (-77.0947 38.99071),2019,2021
BUILDING CONTRACTORS LICENSE,BC0525,04/01/1999,04/01/2017,"HERITAGE BUILDERS, INC.","HERITAGE BUILDERS, INC.",8501 GARFIELD DRIVE,GAITHERSBURG,MD,20882,(301)482-1511x,POINT (-77.17844 39.24174),1999,2017
BUILDING CONTRACTORS LICENSE,BC3901,11/15/2006,12/10/2016,"BURNING TREE BUILDERS, INC.","BURNING TREE BUILDERS, INC.",7962 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,(202)345-2770x,POINT (-77.1014 38.98906),2006,2016
BUILDING CONTRACTORS LICENSE,BC0504,03/22/1993,08/15/1994,JACKSON CONSTRUCTION INC,NA,PO BOX 7535,GAITHERSBURG,MD,20898,NA,missing,1993,1994
BUILDING CONTRACTORS LICENSE,BC226967,07/02/2019,07/02/2021,"EVERGREEN REAL ESTATE, INC.",NA,11200 Marwood Hill Drive,Potomac,MD,20854,(703)395-9989,POINT (-77.23492 39.02979),2019,2021
BUILDING CONTRACTORS LICENSE,BC3772,07/14/2004,07/14/2022,"FINECRAFT CONTRACTORS, INC.","FINECRAFT CONTRACTORS, INC.",104 SUMMIT HALL ROAD,GAITHERSBURG,MD,20877,(301)330-9191x,POINT (-77.2007 39.13199),2004,2022
BUILDING CONTRACTORS LICENSE,BC227167,09/11/2019,09/11/2025,"WORTHINGTON BUILDERS, INC",NA,21170 Bealsville Road,Dickerson,MD,20842,(301)943-6433,POINT (-77.39059 39.2029),2019,2025
BUILDING CONTRACTORS LICENSE,BC2872,08/02/1996,08/02/1998,WILLIFORD CONTRACTING,NA,010312  MEREDITH  AVE,KENSINGTON,MD,20895,NA,POINT (-77.06629 39.02439),1996,1998
BUILDING CONTRACTORS LICENSE,BC227616,03/02/2020,03/02/2024,"ARMAT BUILDERS, LLC",NA,2000 Tower Oaks Boulevard,Rockville,MD,20852,(301)938-1445,POINT (-77.15326 39.06571),2020,2024
BUILDING CONTRACTORS LICENSE,BC3916,04/11/2007,04/11/2015,"MCNAIR BUILDERS, INC.","MCNAIR BUILDERS, INC.",5415 MOHICAN ROAD,BETHESDA,MD,20816,(301)229-9343x,POINT (-77.13145 38.9614),2007,2015
BUILDING CONTRACTORS LICENSE,BC203848,07/11/2012,07/11/2014,"New City Construction, LLC","NEW CITY CONSTRUCTION, LLC",14440 Cherry Lane Court,Laurel,MD,20707,(443)899-9300,POINT (-76.85568 39.08844),2012,2014
BUILDING CONTRACTORS LICENSE,BC2602,11/12/1996,11/12/1998,"RANDOLPH WILLIAMS, INC.",NA,7601  LEWINSVILLE  RD400,MCLEAN,VA,22102,NA,POINT (-77.20701 38.93484),1996,1998
BUILDING CONTRACTORS LICENSE,BC2586,11/12/1992,11/12/1994,ROBERT P NICHOLSON,NA,021501  WHITES FERRY  RD,POOLESVILLE,MD,20837,NA,POINT (-77.44944 39.15763),1992,1994
BUILDING CONTRACTORS LICENSE,BC230687,02/21/2024,02/21/2026,Daniel Wayne Bowen,NA,8004 Maple Ridge Road,Bethesda,MD,20814,(240)731-5939,POINT (-77.10658 38.98994),2024,2026
